#(0)Hugo,(1)Profile,(2)FL,(3)Material of Real,(4)Rotate,(5)FrontColor,(6)BackColor,(7)SectionColor
#SETTINGS,NorthAmerica,inch,,,,,
#ALL,ALL,,,,,,
##STEEL_BEAM,,,,,,,
W18x46,H-18.06x6.06x0.36x0.61,,,,matSTEEL,BLACK,BLACK
W18x40,H-17.90x6.02x0.32x0.53,,,,matSTEEL,BLACK,BLACK
W18x35,H-17.70x6.00x0.30x0.43,,,,matSTEEL,BLACK,BLACK
W16x100,H-16.97x10.43x0.59x0.99,,,,matSTEEL,BLACK,BLACK
W16x89,H-16.75x10.37x0.53x0.88,,,,matSTEEL,BLACK,BLACK
W16x77,H-16.52x10.30x0.46x0.76,,,,matSTEEL,BLACK,BLACK
W16x67,H-16.33x10.24x0.40x0.67,,,,matSTEEL,BLACK,BLACK
W16x57,H-16.43x7.12x0.43x0.72,,,,matSTEEL,BLACK,BLACK
W16x50,H-16.26x7.07x0.38x0.63,,,,matSTEEL,BLACK,BLACK
W16x45,H-16.13x7.04x0.35x0.57,,,,matSTEEL,BLACK,BLACK
W16x40,H-16.01x7.00x0.31x0.51,,,,matSTEEL,BLACK,BLACK
W16x36,H-15.86x6.99x0.30x0.43,,,,matSTEEL,BLACK,BLACK
W16x31,H-15.88x5.53x0.28x0.44,,,,matSTEEL,BLACK,BLACK
W16x26,H-15.69x5.50x0.25x0.35,,,,matSTEEL,BLACK,BLACK
W14x808,H-22.84x18.56x3.74x5.12,,,,matSTEEL,BLACK,BLACK
W14x730,H-22.42x17.89x3.07x4.91,,,,matSTEEL,BLACK,BLACK
W14x665,H-21.64x17.65x2.83x4.52,,,,matSTEEL,BLACK,BLACK
W14x605,H-20.92x17.42x2.60x4.16,,,,matSTEEL,BLACK,BLACK
W14x550,H-20.24x17.20x2.38x3.82,,,,matSTEEL,BLACK,BLACK
W14x500,H-19.60x17.01x2.19x3.50,,,,matSTEEL,BLACK,BLACK
W14x455,H-19.02x16.84x2.02x3.21,,,,matSTEEL,BLACK,BLACK
W14x426,H-18.67x16.70x1.88x3.04,,,,matSTEEL,BLACK,BLACK
W14x398,H-18.29x16.59x1.77x2.85,,,,matSTEEL,BLACK,BLACK
W14x370,H-17.92x16.48x1.66x2.66,,,,matSTEEL,BLACK,BLACK
W14x342,H-17.54x16.36x1.54x2.47,,,,matSTEEL,BLACK,BLACK
W14x311,H-17.12x16.23x1.41x2.26,,,,matSTEEL,BLACK,BLACK
